Site,Site_ID,gs,Guild,Abundance,Guild Abundance,SamplingMethod,Sampled_area,Sampled_time,Description,Latitude,Longtiude,ID,Date,SamplingMethod,Collector,Family,Genus,Species,Abundance,# diff species,obs 1 time,obs 2 times,Chao1,Chao1
30,site_30,Halictus_rubicundus,other_wild_bee,1,,sweep_net,50,1,,47.583,-121.916,EHB8453,7/19/2016,sweep_net,Bloom,Halictidae,Halictus,rubicundus,1,,,,,
31,site_31,Apis_mellifera,honeybee,2,38,bee_bowl,50,9,15 bee bowls,47.065,-122.984,EHB9146,9/21/2016,bee_bowl,Bloom,Apidae,Apis,mellifera,2,,,,,
31,site_31,Apis_mellifera,honeybee,1,,blue_vane,50,9,3 blue vane traps,47.065,-122.984,EHB9145,9/21/2016,blue_vane,Bloom,Apidae,Apis,mellifera,1,1,0,0,1,
31,site_31,Apis_mellifera,honeybee,35,,sweep_net,50,1,,47.065,-122.984,EHB8942,7/18/2016,sweep_net,"Bloom, Harris",Apidae,Apis,mellifera,35,,,,,
34,site_34,Bombus_vosnesenskii,bumblebee,3,3,sweep_net,50,1,,47.049,-122.872,EHB8336,7/20/2016,sweep_net,"Bloom, Harris",Apidae,Bombus,vosnesenskii,3,,,,,
34,site_34,Apis_mellifera,honeybee,1,66,bee_bowl,50,9,15 bee bowls,47.049,-122.872,EHB9787,9/8/2016,bee_bowl,Bloom,Apidae,Apis,mellifera,1,,,,,
34,site_34,Apis_mellifera,honeybee,6,,blue_vane,50,9,3 blue vane traps,47.049,-122.872,EHB9773,9/8/2016,blue_vane,Bloom,Apidae,Apis,mellifera,6,,,,,
34,site_34,Apis_mellifera,honeybee,59,,sweep_net,50,1,,47.049,-122.872,EHB8325,7/20/2016,sweep_net,"Bloom, Harris",Apidae,Apis,mellifera,59,,,,,
34,site_34,Agapostemon_texanus,other_wild_bee,5,14,blue_vane,50,9,3 blue vane traps,47.049,-122.872,EHB8380,7/20/2016,blue_vane,"Bloom, Harris",Halictidae,Agapostemon,texanus,5,,,,,
34,site_34,Agapostemon_virescens,other_wild_bee,1,,bee_bowl,50,9,15 bee bowls,47.049,-122.872,EHB9797,9/8/2016,bee_bowl,Bloom,Halictidae,Agapostemon,virescens,1,,,,,
34,site_34,Agapostemon_virescens,other_wild_bee,1,,blue_vane,50,9,3 blue vane traps,47.049,-122.872,EHB9781,9/8/2016,blue_vane,Bloom,Halictidae,Agapostemon,virescens,1,,,,,
34,site_34,Agapostemon_virescens,other_wild_bee,4,,sweep_net,50,1,,47.049,-122.872,EHB9764,9/8/2016,sweep_net,Bloom,Halictidae,Agapostemon,virescens,4,,,,,
34,site_34,Halictus_spH5,other_wild_bee,1,,blue_vane,50,9,3 blue vane traps,47.049,-122.872,EHB8379,7/20/2016,blue_vane,"Bloom, Harris",Halictidae,Halictus,spH5,1,,,,,
34,site_34,Lasioglossum_cfmellipes,other_wild_bee,1,,sweep_net,50,1,,47.049,-122.872,EHB8342,7/20/2016,sweep_net,"Bloom, Harris",Halictidae,Lasioglossum,cfmellipes,1,7,3,0,7,
34,site_34,Megachile_perihirta,other_wild_bee,1,,sweep_net,50,1,,47.049,-122.872,EHB9762,9/8/2016,sweep_net,Bloom,Megachilidae,Megachile,perihirta,1,,,,,
36,site_36,Bombus_californicus,bumblebee,1,16,sweep_net,50,1,,46.807,-123.11,EHB9034,7/6/2016,sweep_net,"Bloom, Harris",Apidae,Bombus,californicus,1,6,3,0,6,
36,site_36,Bombus_flavifrons,bumblebee,1,,sweep_net,50,1,,46.807,-123.11,EHB9035,7/6/2016,sweep_net,"Bloom, Harris",Apidae,Bombus,flavifrons,1,,,,,
36,site_36,Bombus_vosnesenskii,bumblebee,6,,blue_vane,50,9,3 blue vane traps,46.807,-123.11,EHB9205,8/26/2016,blue_vane,Bloom,Apidae,Bombus,vosnesenskii,6,,,,,
36,site_36,Bombus_vosnesenskii,bumblebee,8,,sweep_net,50,1,,46.807,-123.11,EHB9024,7/6/2016,sweep_net,"Bloom, Harris",Apidae,Bombus,vosnesenskii,8,,,,,
36,site_36,Apis_mellifera,honeybee,3,27,bee_bowl,50,9,15 bee bowls,46.807,-123.11,EHB9225,8/26/2016,bee_bowl,Bloom,Apidae,Apis,mellifera,3,,,,,
36,site_36,Apis_mellifera,honeybee,6,,blue_vane,50,9,3 blue vane traps,46.807,-123.11,EHB9044,7/6/2016,blue_vane,"Bloom, Harris",Apidae,Apis,mellifera,6,,,,,
36,site_36,Apis_mellifera,honeybee,18,,sweep_net,50,1,,46.807,-123.11,EHB9026,7/6/2016,sweep_net,"Bloom, Harris",Apidae,Apis,mellifera,18,,,,,
36,site_36,Agapostemon_texanus,other_wild_bee,1,8,blue_vane,50,9,3 blue vane traps,46.807,-123.11,EHB9040,7/6/2016,blue_vane,"Bloom, Harris",Halictidae,Agapostemon,texanus,1,,,,,
36,site_36,Agapostemon_virescens,other_wild_bee,6,,blue_vane,50,9,3 blue vane traps,46.807,-123.11,EHB9042,7/6/2016,blue_vane,"Bloom, Harris",Halictidae,Agapostemon,virescens,6,,,,,
36,site_36,Agapostemon_virescens,other_wild_bee,1,,sweep_net,50,1,,46.807,-123.11,EHB9039,7/6/2016,sweep_net,"Bloom, Harris",Halictidae,Agapostemon,virescens,1,,,,,
